기사id,카테고리,제목,날짜,요약문,원문
103,환경,제주 제2공항 백지화 논란✈️,2021/07/23,"그동안 환경단체와 몇몇 제주도민을 중심으로 제2공항 건설을 반대하는 목소리가 컸어요: “제주도에 이미 관광객 너무 많이 와서 환경 파괴되고 주민들도 살기 힘들어졌어(=오버투어리즘). 쓰레기 처리나 도로·주택 등 지금도 해결 안 된 문제가 많은데, 무작정 공항부터 만들어 관광객 늘리면 어쩌겠다는 거야?” 이번에 환경부가 평가서를 반려한 이유도 비슷해요: “근처 조류나 멸종위기동물인 맹꽁이 등 동물들이 받을 영향이나 보호 방법이 포함 안 돼 있어!” 이 외에도 항공기 소음이나 지하수 오염, 동굴 보존 문제 등 이유가 있었고요.",http://www.jejusori.net/news/articleView.html?idxno=325902
103,환경,제주 제2공항 백지화 논란✈️,2021/07/23,"장담하기 어려워요. 원희룡 제주지사는 제2공항은 정말 필요했던 거라며 다음 정부가 계속 추진해야 한다고 했거든요. 환경단체와 몇몇 제주도민들은 사업이 무산된 거나 마찬가지라는 입장이에요: “지속 가능한 제주를 바란다!” 사업을 다시 추진하려면 환경영향평가를 처음부터 다시 받아야 하는데, 이게 몇 년이 걸릴 수 있어요.",https://www.yna.co.kr/view/AKR20210720103451056
104,국내정치,김경수 경남지사 징역 2년 확정 ⚖️,2021/07/23,"포털 뉴스 볼 때 아무래도 추천 많은 댓글이 눈에 들어오잖아요 👥. 그런데 지난 2017년, 대선을 앞두고 댓글이 조작되는 일이 있었어요. 김경수 경남지사가 당시 공범이었다는 대법원 최종 판결이 그제(21일) 나오면서, 지사직을 잃었고요.",https://www.hankookilbo.com/News/Read/A2021072116480000343
104,국내정치,김경수 경남지사 징역 2년 확정 ⚖️,2021/07/23,"‘드루킹’이라는 별명을 가진 김동원 씨가 ‘킹크랩’이라는 댓글 조작 프로그램을 만들었어요. 2016년 말부터 당시 문재인 더불어민주당 대통령 후보 등 민주당 측에 유리한 댓글 118만 개에 공감·비공감 표시를 8840만 번 눌러 여론을 조작했고요. 지난 2018년, 김경수 지사가 드루킹과 같이 벌인 일이라는 의혹이 제기됐고 특검*이 꾸려졌어요. 특검은 김 지사가 드루킹과 같이 여론 조작을 했다고 보고 재판에 넘겼고요. ",https://news.joins.com/article/24110996
104,국내정치,김경수 경남지사 징역 2년 확정 ⚖️,2021/07/23,대법원은 재판이 시작된 지 3년 만에 유죄 판결(징역 2년 형)을 내렸어요. 크게 2가지 쟁점이 있었는데:,https://imnews.imbc.com/replay/2021/nw1400/article/6288041_34915.html
104,국내정치,김경수 경남지사 징역 2년 확정 ⚖️,2021/07/23,"국민의힘 등 야권은 문재인 대통령이 사과해야 한다고 비판해요. 김 지사는 문 대통령의 최측근인데 여론 조작한 게 드러났으니, 대통령이 당선된 과정에도 결함이 있다는 것. 민주당은 판결을 존중한다면서도 김 지사가 억울하게 이용당한 거라는 의견을 냈고, 청와대는 “입장이 없다”고 했어요. ",https://news.joins.com/article/24111226
105,세계,"페가수스, 민간인 감시 논란 🦄",2021/07/23,"스파이웨어 👾: 스파이(spy)+소프트웨어(software)를 합친 말로, 문자메시지 등의 링크를 누르도록 유도한 뒤 스마트폰 데이터를 빼가는 무서운 해킹 프로그램이에요. 해커가 어떤 사람을 노리느냐에 따라 스마트폰 쓰는 누구나 피해자가 될 수 있다고.",https://www.donga.com/news/article/all/20210719/108033664/1
105,세계,"페가수스, 민간인 감시 논란 🦄",2021/07/23,"페가수스는 이스라엘의 보안기업 NSO그룹이 만들었는데, ‘스파이웨어 끝판왕’으로 소문이 자자해요. 해킹한 스마트폰의 카메라와 마이크까지 조종할 수 있을 정도라고. 원래 테러리스트·범죄자를 추적하려고 만든 거라, 다른 나라 정부나 사법기관이 페가수스를 구매해 써왔는데요. 알고 보니 그동안 1000명 넘는 민간인의 스마트폰을 해킹해 감시하는 데도 쓰였다는 의혹이 나온 것 😡. 마크롱 프랑스 대통령을 비롯한 유명 정치인, 기업인, 언론인 등이 페가수스 공격을 받았다고 알려졌어요. NSO그룹은 “말도 안 되는 의혹”이라며 입장을 밝혔고요. ",https://www.theguardian.com/world/2021/jul/18/revealed-leak-uncovers-global-abuse-of-cyber-surveillance-weapon-nso-group-pegasus
105,세계,"페가수스, 민간인 감시 논란 🦄",2021/07/23,놉 🙅. ‘철통 보안’을 내세우던 아이폰도 페가수스한테 뚫렸어요. 아이메시지로 아이폰에 침투해 메시지·이메일은 물론 스피커와 카메라에도 접근했거든요. 해킹으로부터 안전한 스마트폰은 없다는 사실이 드러난 것. ,https://www.yna.co.kr/view/AKR20210720009800071
105,세계,"페가수스, 민간인 감시 논란 🦄",2021/07/23,"NSO그룹과 함께 눈총을 받고 있는 이스라엘 정부는 수입한 국가나 기관이 계약을 어겼을 수 있다며, 사실이 밝혀지면 조치하겠다는 입장이에요. 구체적으로 어떤 조치가 나올지는 좀 더 지켜봐야 할 것 같아요. 화들짝 놀란 국제기구들은 너도 나도 스파이웨어를 만들고 수출하는 회사를 더욱 엄격하게 규제해야 한다고 주장하고 있고요.",https://www.hani.co.kr/arti/international/international_general/1004212.html
106,NULL,"법무부, ‘동물은 물건이 아니다’ 입법예고👨‍⚖️",2021/07/21,"민법에서는 그래요. 그래서 다른 사람이 사고를 내 반려동물이 다치거나 죽는 경우에도 물건을 망가뜨리는 ‘재물손괴죄’와 비슷하게 처벌해요. 동물학대는 처벌을 위한 법이 아예 없는 건 아니지만*, 동물을 물건으로 치니까 처벌 수위가 약할 수밖에 없었고요: 최근 10년 동안 동물보호법 위반으로 3000명이 넘게 신고됐지만 징역형을 받은 건 단 10명. 하지만 심각한 동물학대가 계속되면서 가해자를 더 강하게 처벌해야 한다는 말이 나왔어요 🚨. 이에 법무부는 ‘동물은 물건이 아니다’는 조항을 만들어 처벌을 강화하겠다고 예고했고요(=입법 예고).",https://www.yna.co.kr/view/AKR20210719082000004
107,코로나19,청해부대 집단감염 귀국,2021/07/21,"청해부대 ⚓: 우리 해군이 처음으로 해외에 파병한 전투함으로, 2009년부터 소말리아 아덴만 해역(지도)에서 우리 선박을 보호해요. 아덴만은 우리나라 수출입 물량의 20%가 지나는 중요한 바닷길인데, 2008년 이후 소말리아 해적의 위협이 늘었거든요 🏴‍☠️. ",https://img3.yna.co.kr/etc/graphic/YH/2021/07/15/GYH2021071500120004400_P4.jpg
107,코로나19,청해부대 집단감염 귀국,2021/07/21,"바다에 떠 있는 배는 외부 접촉이 없으니 🚢, 안전할 거라는 예측이 있었는데요. 지난 6월 말 물이나 음식 등을 실으려고 잠시 들렀던 아프리카의 한 항구에서 바이러스에 감염된 것 같아요. 2월에 바다로 나간 뒤 확진자가 한 명도 없었지만, 6월에 머무른 이후 감기 증세 환자가 나온 것. 아무도 백신을 안 맞았고, 배가 꽉 막힌 채 꼭 붙어서 생활하는 환경이다 보니 금방 퍼졌을 확률이 높고요. ",https://www.yna.co.kr/view/AKR20210719118800504
107,코로나19,청해부대 집단감염 귀국,2021/07/21,"왜 백신 안 맞혔어 💉: 출항 전·후에 백신 접종했으면 이런 사태를 막을 수 있지 않았냐는 것. 군과 질병관리청은 “청해부대가 출항하던 2월에는 군인이 우선접종 대상이 아니었고, 먼바다에서 이상 반응이 생기면 급히 대처하기 어렵다는 등의 이유로 안 맞혔다고 했고요. ",https://news.joins.com/article/24109191
107,코로나19,청해부대 집단감염 귀국,2021/07/21,검사 왜 제대로 안 했어 🔎: 아프리카에 내렸던 사람에게 코로나19 검사를 하긴 했는데요. 선별진료소에서 하는 PCR 검사가 아니라 신속항체검사 키트로 했어요. 성능이 떨어지는 키트라 모두 음성으로 나왔고요. ,https://www.hani.co.kr/arti/society/health/1004127.html
107,코로나19,청해부대 집단감염 귀국,2021/07/21,"국무총리와 국방부장관이 사과했지만, 군과 방역당국의 대처가 늦었다는 비판은 계속되고 있어요. ",https://imnews.imbc.com/replay/2021/nw1200/article/6287701_34908.html
107,코로나19,청해부대 집단감염 귀국,2021/07/21,"현재 해외파병 부대는 3곳이 더 있어요: UAE 아크부대·남수단 한빛부대·레바논 동명부대 🇺🇳. 이들은 다행히 대부분 출국 전에 접종하거나, 현지 나라·국제연합(UN)의 협조를 받아 접종을 마친 상태예요. 청해부대는 UN 소속도 아니고, 바다에 떠 있어 머무는 나라도 없다 보니 백신 협조를 받기 어려웠고요. 하지만 전문가들은 UN이나 청해부대가 소속된 연합해군사령부에 요청했다면 접종이 가능했을 거라고도 비판해요. ",https://www.chosun.com/national/national_general/2021/07/19/RGEQ3XEZWVADDMYKASB5UKT3B4/
108,환경,폭염과 예비전력 ⚡,2021/07/21,"아직 빨간불이 들어온 건 아녜요. 그렇다고 마음 놓을 상황도 아니고요. 공급할 수 있는 전력에서 지금 쓰고 있는 전력을 뺀 나머지를 예비전력이라고 하는데요. 이게 10GW(기가와트)는 돼야 안심할 수 있는데, 지난 주에 그 밑으로 떨어졌다고. 올해는 무더위가 빨리 찾아와서 이 시점이 작년보다 한 달 넘게 빨라졌고요. 정부는 이번 주에 예비전력이 4GW(예비율 4.2%)까지 떨어질 수 있다고 예상했어요.",https://www.yna.co.kr/view/AKR20210717052200003
108,환경,폭염과 예비전력 ⚡,2021/07/21,"10년 전인 2011년 9월 15일, 비슷한 일이 있었어요. 때아닌 무더위에 전력 소비가 크게 늘어나 예비전력이 4GW 밑으로 떨어지기 시작했는데요 📉. 그때는 1시간 만에 예비전력이 0.24GW까지 떨어져 전국이 정전(블랙아웃)될 뻔했어요. 최악의 상황을 막기 위해 지역별로 돌아가면서 전기 공급을 30분씩 끊었고요. 엘리베이터가 멈추고, 신호등이 꺼지는 등의 일이 벌어졌는데, 워낙 급박한 상황이라 예고할 틈이 없어서 큰 혼란이 있었다고.
 ",https://news.joins.com/article/9279225
108,환경,폭염과 예비전력 ⚡,2021/07/21,"단계별 대책 준비됐쓰: 상황이 심각해지면 ‘전력수급 비상단계’에 들어가게 돼요(총 5단계). 예비전력이 5.5GW 밑으로 떨어지면 1단계(준비)가 발령되고, 1GW 낮아질 때마다 한 단계씩 높아져 비상대책이 시행되고요. 공공부문이 보유한 비상 발전기를 돌리거나 전압을 낮추는 등의 조치를 취하는 거예요.",https://www.seoul.co.kr/news/newsView.php?id=20210719002012
108,환경,폭염과 예비전력 ⚡,2021/07/21,멈춰둔 원전 대기 중: 정기 검사를 마치고 최근 ‘계속 돌려도 OK’ 사인을 받은 신월성 1호기를 비롯해 멈춰 있던 원전 3기를 조금 일찍 다시 돌려서 전력 공급을 늘릴 계획이에요.,https://www.hankookilbo.com/News/Read/A2021071918060002725
109,NULL,아동복지시설 보호기간 연장,2021/07/19,"현실적으로 어렵다는 목소리가 계속 나왔어요. 자립준비청년을 위해 정부(3년간 월 30만 원)와 지자체(자립지원금 최소 500만 원)에서 지원이 나오긴 하지만 충분치 않거든요. 지자체 지원금으로 머물 곳의 보증금, 정부 지원금으로 월세 내고 나면 남는 돈이 없는 것. 보건복지부: “자립을 준비 중인 청년 4명 중 1명은 생활비·주거비 때문에 빚만 약 600만 원이다.” 또 법적으로 혼자 통장도 못 만들고, 휴대폰도 개통하지 못하는 미성년자에게 자립을 요구하는 건 무리라는 얘기도 있었고요. 그러자 정부는 보호 아동이 만 24세까지 시설에 머무를 수 있도록 하는 방안을 지난 13일에 내놨어요. 관련 법을 고치고 내년부터 시행할 예정이라고.",https://www.chosun.com/national/national_general/2021/06/15/HXNKSTVUI5EKXJSHCUBIRARGEA/
109,NULL,아동복지시설 보호기간 연장,2021/07/19,이전보다는 나아질 것 같아요. 정부가 보호 기간을 늘린 것뿐만 아니라 여러 지원을 강화했거든요.,https://www.yna.co.kr/view/AKR20210713030351001
110,세계,"EU, 탄소 국경세 도입 발표💰",2021/07/19,유럽연합(EU)이 세계 최초로 새로운 세금 제도인 ‘탄소국경세 💸’를 도입하겠다고 밝혔어요.,http://biz.khan.co.kr/khan_art_view.html?artid=202107181319001
110,세계,"EU, 탄소 국경세 도입 발표💰",2021/07/19,"탄소: 주로 이산화탄소를 말하는데 일상생활에서는 물론, 철·플라스틱을 만들 때 많이 나와요 💨. 지구를 뜨겁게 만드는 온실가스라, 폭염·폭설·태풍·산불 등 지금 세계적으로 일어나는 이상기후 현상의 원인이라고.",https://www.segye.com/newsView/20210705517993?
110,세계,"EU, 탄소 국경세 도입 발표💰",2021/07/19,"하지만 “환경은 핑계고 보호무역주의 아니야?”라는 비판도 나와요. 보호무역주의는 자기 나라의 산업을 보호하기 위해 무역을 통제하는 정책을 말하는데요. 세금을 더 내게 해 유럽에서 생산하는 것과 다른 나라에서 생산하는 비용에 차이가 별로 나지 않게 만들어서, 유럽 내 산업을 보호하려는 의도가 아니냐는 거예요 🤔.",https://www.hankookilbo.com/News/Read/A2021070609160001863
110,세계,"EU, 탄소 국경세 도입 발표💰",2021/07/19,"EU에 수출하려는 기업이 CBAM 인증서를 구매해야 해요. 탄소 배출 1톤당 인증서 1개를 사야 하고, 가격은 매주 EU 탄소배출권의 평균 가격을 기준으로 정해질 예정이에요 🇪🇺. 원산지에서 탄소 가격을 이미 냈으면 인증서를 좀 더 적게 사도 되고요. 우리나라는 철강과 알루미늄 산업이 주로 영향을 받을 것으로 보이는데요. 탄소국경세는 2026년부터 적용될 예정이라, 구체적으로 부담이 얼마나 될지는 이후에 살펴봐야 해요.",https://www.yna.co.kr/view/AKR20210716158400003
